-1844443136,88343552,3736064
-1844441088,88344576,3736576
-1844436992,88346624,3737600
-1844428800,88350720,3739648
-1844412416,88358912,3743744
-1844379648,88375296,3751936
-1844314112,88408064,3768320
-1827667968,96731136,7929856
-1777336320,121896960,20512768
-1844969470,88211457,3702784
-1844969468,88211458,3702785
-1844969464,88211460,3702786
-1844969456,88211464,3702788
-1844969440,88211472,3702792
-1844969408,88211488,3702800
-1844969344,88211520,3702816
-1844969216,88211584,3702848
-1844968960,88211712,3702912
-1844968448,88211968,3703040
-1844967424,88212480,3703296
-1844965376,88213504,3703808
-1844961280,88215552,3704832
-1844953088,88219648,3706880
-1844936704,88227840,3710976
-1844903936,88244224,3719168
-1843920896,88735744,3964928
-1828192256,96600064,7897088
-1777860608,121765888,20480000
-1845231614,88145921,3686400
-1845231612,88145922,3686401
-1845231608,88145924,3686402
-1845231600,88145928,3686404
-1845231584,88145936,3686408
-1845231552,88145952,3686416
-1845231488,88145984,3686432
-1845231360,88146048,3686464
-1845231104,88146176,3686528
-1845230592,88146432,3686656
-1845229568,88146944,3686912
-1845227520,88147968,3687424
-1845223424,88150016,3688448
-1845215232,88154112,3690496
-1845198848,88162304,3694592
-1844707328,88408064,3817472
-1844183040,88670208,3948544
-1828454400,96534528,7880704
-1778122752,121700352,20463616
-1845362686,88113153,3678208
-1845362684,88113154,3678209
-1845362680,88113156,3678210
-1845362672,88113160,3678212
-1845362656,88113168,3678216
-1845362624,88113184,3678224
-1845362560,88113216,3678240
-1845362432,88113280,3678272
-1845362176,88113408,3678336
-1845361664,88113664,3678464
-1845360640,88114176,3678720
-1845358592,88115200,3679232
-1845354496,88117248,3680256
-1845346304,88121344,3682304
-1845100544,88244224,3743744
-1844838400,88375296,3809280
-1844314112,88637440,3940352
-1828585472,96501760,7872512
-1778253824,121667584,20455424
-1845428222,88096769,3674112
-1845428220,88096770,3674113
-1845428216,88096772,3674114
-1845428208,88096776,3674116
-1845428192,88096784,3674120
-1845428160,88096800,3674128
-1845428096,88096832,3674144
-1845427968,88096896,3674176
-1845427712,88097024,3674240
-1845427200,88097280,3674368
-1845426176,88097792,3674624
-1845424128,88098816,3675136
-1845420032,88100864,3676160
-1845297152,88162304,3706880
-1845166080,88227840,3739648
-1844903936,88358912,3805184
-1844379648,88621056,3936256
-1828651008,96485376,7868416
-1778319360,121651200,20451328
-1845460990,88088577,3672064
-1845460988,88088578,3672065
-1845460984,88088580,3672066
-1845460976,88088584,3672068
-1845460960,88088592,3672072
-1845460928,88088608,3672080
-1845460864,88088640,3672096
-1845460736,88088704,3672128
-1845460480,88088832,3672192
-1845459968,88089088,3672320
-1845458944,88089600,3672576
-1845456896,88090624,3673088
-1845395456,88121344,3688448
-1845329920,88154112,3704832
-1845198848,88219648,3737600
-1844936704,88350720,3803136
-1844412416,88612864,3934208
-1828683776,96477184,7866368
-1778352128,121643008,20449280
-1845477374,88084481,3671040
-1845477372,88084482,3671041
-1845477368,88084484,3671042
-1845477360,88084488,3671044
-1845477344,88084496,3671048
-1845477312,88084512,3671056
-1845477248,88084544,3671072
-1845477120,88084608,3671104
-1845476864,88084736,3671168
-1845476352,88084992,3671296
-1845475328,88085504,3671552
-1845444608,88100864,3679232
-1845411840,88117248,3687424
-1845346304,88150016,3703808
-1845215232,88215552,3736576
-1844953088,88346624,3802112
-1844428800,88608768,3933184
-1828700160,96473088,7865344
-1778368512,121638912,20448256
-1845485566,88082433,3670528
-1845485564,88082434,3670529
-1845485560,88082436,3670530
-1845485552,88082440,3670532
-1845485536,88082448,3670536
-1845485504,88082464,3670544
-1845485440,88082496,3670560
-1845485312,88082560,3670592
-1845485056,88082688,3670656
-1845484544,88082944,3670784
-1845469184,88090624,3674624
-1845452800,88098816,3678720
-1845420032,88115200,3686912
-1845354496,88147968,3703296
-1845223424,88213504,3736064
-1844961280,88344576,3801600
-1844436992,88606720,3932672
-1828708352,96471040,7864832
-1778376704,121636864,20447744
-1845489662,88081409,3670272
-1845489660,88081410,3670273
-1845489656,88081412,3670274
-1845489648,88081416,3670276
-1845489632,88081424,3670280
-1845489600,88081440,3670288
-1845489536,88081472,3670304
-1845489408,88081536,3670336
-1845489152,88081664,3670400
-1845481472,88085504,3672320
-1845473280,88089600,3674368
-1845456896,88097792,3678464
-1845424128,88114176,3686656
-1845358592,88146944,3703040
-1845227520,88212480,3735808
-1844965376,88343552,3801344
-1844441088,88605696,3932416
-1828712448,96470016,7864576
-1778380800,121635840,20447488
-1845491710,88080897,3670144
-1845491708,88080898,3670145
-1845491704,88080900,3670146
-1845491696,88080904,3670148
-1845491680,88080912,3670152
-1845491648,88080928,3670160
-1845491584,88080960,3670176
-1845491456,88081024,3670208
-1845487616,88082944,3671168
-1845483520,88084992,3672192
-1845475328,88089088,3674240
-1845458944,88097280,3678336
-1845426176,88113664,3686528
-1845360640,88146432,3702912
-1845229568,88211968,3735680
-1844967424,88343040,3801216
-1844443136,88605184,3932288
-1828714496,96469504,7864448
-1778382848,121635328,20447360
-1845492734,88080641,3670080
-1845492732,88080642,3670081
-1845492728,88080644,3670082
-1845492720,88080648,3670084
-1845492704,88080656,3670088
-1845492672,88080672,3670096
-1845492608,88080704,3670112
-1845490688,88081664,3670592
-1845488640,88082688,3671104
-1845484544,88084736,3672128
-1845476352,88088832,3674176
-1845459968,88097024,3678272
-1845427200,88113408,3686464
-1845361664,88146176,3702848
-1845230592,88211712,3735616
-1844968448,88342784,3801152
-1844444160,88604928,3932224
-1828715520,96469248,7864384
-1778383872,121635072,20447296
-1845493246,88080513,3670048
-1845493244,88080514,3670049
-1845493240,88080516,3670050
-1845493232,88080520,3670052
-1845493216,88080528,3670056
-1845493184,88080544,3670064
-1845492224,88081024,3670304
-1845491200,88081536,3670560
-1845489152,88082560,3671072
-1845485056,88084608,3672096
-1845476864,88088704,3674144
-1845460480,88096896,3678240
-1845427712,88113280,3686432
-1845362176,88146048,3702816
-1845231104,88211584,3735584
-1844968960,88342656,3801120
-1844444672,88604800,3932192
-1828716032,96469120,7864352
-1778384384,121634944,20447264
-1845493502,88080449,3670032
-1845493500,88080450,3670033
-1845493496,88080452,3670034
-1845493488,88080456,3670036
-1845493472,88080464,3670040
-1845492992,88080704,3670160
-1845492480,88080960,3670288
-1845491456,88081472,3670544
-1845489408,88082496,3671056
-1845485312,88084544,3672080
-1845477120,88088640,3674128
-1845460736,88096832,3678224
-1845427968,88113216,3686416
-1845362432,88145984,3702800
-1845231360,88211520,3735568
-1844969216,88342592,3801104
-1844444928,88604736,3932176
-1828716288,96469056,7864336
-1778384640,121634880,20447248
-1845493630,88080417,3670024
-1845493628,88080418,3670025
-1845493624,88080420,3670026
-1845493616,88080424,3670028
-1845493376,88080544,3670088
-1845493120,88080672,3670152
-1845492608,88080928,3670280
-1845491584,88081440,3670536
-1845489536,88082464,3671048
-1845485440,88084512,3672072
-1845477248,88088608,3674120
-1845460864,88096800,3678216
-1845428096,88113184,3686408
-1845362560,88145952,3702792
-1845231488,88211488,3735560
-1844969344,88342560,3801096
-1844445056,88604704,3932168
-1828716416,96469024,7864328
-1778384768,121634848,20447240
-1845493694,88080401,3670020
-1845493692,88080402,3670021
-1845493688,88080404,3670022
-1845493568,88080464,3670052
-1845493440,88080528,3670084
-1845493184,88080656,3670148
-1845492672,88080912,3670276
-1845491648,88081424,3670532
-1845489600,88082448,3671044
-1845485504,88084496,3672068
-1845477312,88088592,3674116
-1845460928,88096784,3678212
-1845428160,88113168,3686404
-1845362624,88145936,3702788
-1845231552,88211472,3735556
-1844969408,88342544,3801092
-1844445120,88604688,3932164
-1828716480,96469008,7864324
-1778384832,121634832,20447236
-1845493726,88080393,3670018
-1845493724,88080394,3670019
-1845493664,88080424,3670034
-1845493600,88080456,3670050
-1845493472,88080520,3670082
-1845493216,88080648,3670146
-1845492704,88080904,3670274
-1845491680,88081416,3670530
-1845489632,88082440,3671042
-1845485536,88084488,3672066
-1845477344,88088584,3674114
-1845460960,88096776,3678210
-1845428192,88113160,3686402
-1845362656,88145928,3702786
-1845231584,88211464,3735554
-1844969440,88342536,3801090
-1844445152,88604680,3932162
-1828716512,96469000,7864322
-1778384864,121634824,20447234
-1845493742,88080389,3670017
-1845493712,88080404,3670025
-1845493680,88080420,3670033
-1845493616,88080452,3670049
-1845493488,88080516,3670081
-1845493232,88080644,3670145
-1845492720,88080900,3670273
-1845491696,88081412,3670529
-1845489648,88082436,3671041
-1845485552,88084484,3672065
-1845477360,88088580,3674113
-1845460976,88096772,3678209
-1845428208,88113156,3686401
-1845362672,88145924,3702785
-1845231600,88211460,3735553
-1844969456,88342532,3801089
-1844445168,88604676,3932161
-1828716528,96468996,7864321
-1778384880,121634820,20447233
-1845493736,88080394,3670020
-1845493720,88080402,3670024
-1845493688,88080418,3670032
-1845493624,88080450,3670048
-1845493496,88080514,3670080
-1845493240,88080642,3670144
-1845492728,88080898,3670272
-1845491704,88081410,3670528
-1845489656,88082434,3671040
-1845485560,88084482,3672064
-1845477368,88088578,3674112
-1845460984,88096770,3678208
-1845428216,88113154,3686400
-1845362680,88145922,3702784
-1845231608,88211458,3735552
-1844969464,88342530,3801088
-1844445176,88604674,3932160
-1828716536,96468994,7864320
-1778384888,121634818,20447232
-1845493748,88080389,3670018
-1845493740,88080393,3670020
-1845493724,88080401,3670024
-1845493692,88080417,3670032
-1845493628,88080449,3670048
-1845493500,88080513,3670080
-1845493244,88080641,3670144
-1845492732,88080897,3670272
-1845491708,88081409,3670528
-1845489660,88082433,3671040
-1845485564,88084481,3672064
-1845477372,88088577,3674112
-1845460988,88096769,3678208
-1845428220,88113153,3686400
-1845362684,88145921,3702784
-1845231612,88211457,3735552
-1844969468,88342529,3801088
-1844445180,88604673,3932160
-1828716540,96468993,7864320
-1778384892,121634817,20447232
-1728053246,119537665,11796480
-1728053244,119537666,11796481
-1728053240,119537668,11796482
-1728053232,119537672,11796484
-1728053216,119537680,11796488
-1728053184,119537696,11796496
-1728053120,119537728,11796512
-1728052992,119537792,11796544
-1728052736,119537920,11796608
-1728052224,119538176,11796736
-1728051200,119538688,11796992
-1728049152,119539712,11797504
-1728045056,119541760,11798528
-1728036864,119545856,11800576
-1728020480,119554048,11804672
-1727987712,119570432,11812864
-1727922176,119603200,11829248
-1727791104,119668736,11862016
-1727528960,119799808,11927552
-1725956096,120586240,12320768
-1860173822,86507521,3538944
-1860173820,86507522,3538945
-1860173816,86507524,3538946
-1860173808,86507528,3538948
-1860173792,86507536,3538952
-1860173760,86507552,3538960
-1860173696,86507584,3538976
-1860173568,86507648,3539008
-1860173312,86507776,3539072
-1860172800,86508032,3539200
-1860171776,86508544,3539456
-1860169728,86509568,3539968
-1860165632,86511616,3540992
-1860157440,86515712,3543040
-1860141056,86523904,3547136
-1860108288,86540288,3555328
-1860042752,86573056,3571712
-1859911680,86638592,3604480
-1793064960,120061952,20316160
-1861222398,86245377,3473408
-1861222396,86245378,3473409
-1861222392,86245380,3473410
-1861222384,86245384,3473412
-1861222368,86245392,3473416
-1861222336,86245408,3473424
-1861222272,86245440,3473440
-1861222144,86245504,3473472
-1861221888,86245632,3473536
-1861221376,86245888,3473664
-1861220352,86246400,3473920
-1861218304,86247424,3474432
-1861214208,86249472,3475456
-1861206016,86253568,3477504
-1861189632,86261760,3481600
-1861156864,86278144,3489792
-1861091328,86310912,3506176
-1859125248,87293952,3997696
-1794113536,119799808,20250624
-1861746686,86114305,3440640
-1861746684,86114306,3440641
-1861746680,86114308,3440642
-1861746672,86114312,3440644
-1861746656,86114320,3440648
-1861746624,86114336,3440656
-1861746560,86114368,3440672
-1861746432,86114432,3440704
-1861746176,86114560,3440768
-1861745664,86114816,3440896
-1861744640,86115328,3441152
-1861742592,86116352,3441664
-1861738496,86118400,3442688
-1861730304,86122496,3444736
-1861713920,86130688,3448832
-1861681152,86147072,3457024
-1859649536,87162880,3964928
-1794637824,119668736,20217856
-1862008830,86048769,3424256
-1862008828,86048770,3424257
-1862008824,86048772,3424258
-1862008816,86048776,3424260
-1862008800,86048784,3424264
-1862008768,86048800,3424272
-1862008704,86048832,3424288
-1862008576,86048896,3424320
-1862008320,86049024,3424384
-1862007808,86049280,3424512
-1862006784,86049792,3424768
-1862004736,86050816,3425280
-1862000640,86052864,3426304
-1861992448,86056960,3428352
-1861976064,86065152,3432448
-1861484544,86310912,3555328
-1859911680,87097344,3948544
-1794899968,119603200,20201472
-1862139902,86016001,3416064
-1862139900,86016002,3416065
-1862139896,86016004,3416066
-1862139888,86016008,3416068
-1862139872,86016016,3416072
-1862139840,86016032,3416080
-1862139776,86016064,3416096
-1862139648,86016128,3416128
-1862139392,86016256,3416192
-1862138880,86016512,3416320
-1862137856,86017024,3416576
-1862135808,86018048,3417088
-1862131712,86020096,3418112
-1862123520,86024192,3420160
-1861877760,86147072,3481600
-1861615616,86278144,3547136
-1860042752,87064576,3940352
-1795031040,119570432,20193280
-1862205438,85999617,3411968
-1862205436,85999618,3411969
-1862205432,85999620,3411970
-1862205424,85999624,3411972
-1862205408,85999632,3411976
-1862205376,85999648,3411984
-1862205312,85999680,3412000
-1862205184,85999744,3412032
-1862204928,85999872,3412096
-1862204416,86000128,3412224
-1862203392,86000640,3412480
-1862201344,86001664,3412992
-1862197248,86003712,3414016
-1862074368,86065152,3444736
-1861943296,86130688,3477504
-1861681152,86261760,3543040
-1860108288,87048192,3936256
-1795096576,119554048,20189184
-1862238206,85991425,3409920
-1862238204,85991426,3409921
-1862238200,85991428,3409922
-1862238192,85991432,3409924
-1862238176,85991440,3409928
-1862238144,85991456,3409936
-1862238080,85991488,3409952
-1862237952,85991552,3409984
-1862237696,85991680,3410048
-1862237184,85991936,3410176
-1862236160,85992448,3410432
-1862234112,85993472,3410944
-1862172672,86024192,3426304
-1862107136,86056960,3442688
-1861976064,86122496,3475456
-1861713920,86253568,3540992
-1860141056,87040000,3934208
-1795129344,119545856,20187136
-1862254590,85987329,3408896
-1862254588,85987330,3408897
-1862254584,85987332,3408898
-1862254576,85987336,3408900
-1862254560,85987344,3408904
-1862254528,85987360,3408912
-1862254464,85987392,3408928
-1862254336,85987456,3408960
-1862254080,85987584,3409024
-1862253568,85987840,3409152
-1862252544,85988352,3409408
-1862221824,86003712,3417088
-1862189056,86020096,3425280
-1862123520,86052864,3441664
-1861992448,86118400,3474432
-1861730304,86249472,3539968
-1860157440,87035904,3933184
-1795145728,119541760,20186112
-1862262782,85985281,3408384
-1862262780,85985282,3408385
-1862262776,85985284,3408386
-1862262768,85985288,3408388
-1862262752,85985296,3408392
-1862262720,85985312,3408400
-1862262656,85985344,3408416
-1862262528,85985408,3408448
-1862262272,85985536,3408512
-1862261760,85985792,3408640
-1862246400,85993472,3412480
-1862230016,86001664,3416576
-1862197248,86018048,3424768
-1862131712,86050816,3441152
-1862000640,86116352,3473920
-1861738496,86247424,3539456
-1860165632,87033856,3932672
-1795153920,119539712,20185600
-1862266878,85984257,3408128
-1862266876,85984258,3408129
-1862266872,85984260,3408130
-1862266864,85984264,3408132
-1862266848,85984272,3408136
-1862266816,85984288,3408144
-1862266752,85984320,3408160
-1862266624,85984384,3408192
-1862266368,85984512,3408256
-1862258688,85988352,3410176
-1862250496,85992448,3412224
-1862234112,86000640,3416320
-1862201344,86017024,3424512
-1862135808,86049792,3440896
-1862004736,86115328,3473664
-1861742592,86246400,3539200
-1860169728,87032832,3932416
-1795158016,119538688,20185344
-1862268926,85983745,3408000
-1862268924,85983746,3408001
-1862268920,85983748,3408002
-1862268912,85983752,3408004
-1862268896,85983760,3408008
-1862268864,85983776,3408016
-1862268800,85983808,3408032
-1862268672,85983872,3408064
-1862264832,85985792,3409024
-1862260736,85987840,3410048
-1862252544,85991936,3412096
-1862236160,86000128,3416192
-1862203392,86016512,3424384
-1862137856,86049280,3440768
-1862006784,86114816,3473536
-1861744640,86245888,3539072
-1860171776,87032320,3932288
-1795160064,119538176,20185216
-1862269950,85983489,3407936
-1862269948,85983490,3407937
-1862269944,85983492,3407938
-1862269936,85983496,3407940
-1862269920,85983504,3407944
-1862269888,85983520,3407952
-1862269824,85983552,3407968
-1862267904,85984512,3408448
-1862265856,85985536,3408960
-1862261760,85987584,3409984
-1862253568,85991680,3412032
-1862237184,85999872,3416128
-1862204416,86016256,3424320
-1862138880,86049024,3440704
-1862007808,86114560,3473472
-1861745664,86245632,3539008
-1860172800,87032064,3932224
-1795161088,119537920,20185152
-1862270462,85983361,3407904
-1862270460,85983362,3407905
-1862270456,85983364,3407906
-1862270448,85983368,3407908
-1862270432,85983376,3407912
-1862270400,85983392,3407920
-1862269440,85983872,3408160
-1862268416,85984384,3408416
-1862266368,85985408,3408928
-1862262272,85987456,3409952
-1862254080,85991552,3412000
-1862237696,85999744,3416096
-1862204928,86016128,3424288
-1862139392,86048896,3440672
-1862008320,86114432,3473440
-1861746176,86245504,3538976
-1860173312,87031936,3932192
-1795161600,119537792,20185120
-1862270718,85983297,3407888
-1862270716,85983298,3407889
-1862270712,85983300,3407890
-1862270704,85983304,3407892
-1862270688,85983312,3407896
-1862270208,85983552,3408016
-1862269696,85983808,3408144
-1862268672,85984320,3408400
-1862266624,85985344,3408912
-1862262528,85987392,3409936
-1862254336,85991488,3411984
-1862237952,85999680,3416080
-1862205184,86016064,3424272
-1862139648,86048832,3440656
-1862008576,86114368,3473424
-1861746432,86245440,3538960
-1860173568,87031872,3932176
-1795161856,119537728,20185104
-1862270846,85983265,3407880
-1862270844,85983266,3407881
-1862270840,85983268,3407882
-1862270832,85983272,3407884
-1862270592,85983392,3407944
-1862270336,85983520,3408008
-1862269824,85983776,3408136
-1862268800,85984288,3408392
-1862266752,85985312,3408904
-1862262656,85987360,3409928
-1862254464,85991456,3411976
-1862238080,85999648,3416072
-1862205312,86016032,3424264
-1862139776,86048800,3440648
-1862008704,86114336,3473416
-1861746560,86245408,3538952
-1860173696,87031840,3932168
-1795161984,119537696,20185096
-1862270910,85983249,3407876
-1862270908,85983250,3407877
-1862270904,85983252,3407878
-1862270784,85983312,3407908
-1862270656,85983376,3407940
-1862270400,85983504,3408004
-1862269888,85983760,3408132
-1862268864,85984272,3408388
-1862266816,85985296,3408900
-1862262720,85987344,3409924
-1862254528,85991440,3411972
-1862238144,85999632,3416068
-1862205376,86016016,3424260
-1862139840,86048784,3440644
-1862008768,86114320,3473412
-1861746624,86245392,3538948
-1860173760,87031824,3932164
-1795162048,119537680,20185092
-1862270942,85983241,3407874
-1862270940,85983242,3407875
-1862270880,85983272,3407890
-1862270816,85983304,3407906
-1862270688,85983368,3407938
-1862270432,85983496,3408002
-1862269920,85983752,3408130
-1862268896,85984264,3408386
-1862266848,85985288,3408898
-1862262752,85987336,3409922
-1862254560,85991432,3411970
-1862238176,85999624,3416066
-1862205408,86016008,3424258
-1862139872,86048776,3440642
-1862008800,86114312,3473410
-1861746656,86245384,3538946
-1860173792,87031816,3932162
-1795162080,119537672,20185090
-1862270958,85983237,3407873
-1862270928,85983252,3407881
-1862270896,85983268,3407889
-1862270832,85983300,3407905
-1862270704,85983364,3407937
-1862270448,85983492,3408001
-1862269936,85983748,3408129
-1862268912,85984260,3408385
-1862266864,85985284,3408897
-1862262768,85987332,3409921
-1862254576,85991428,3411969
-1862238192,85999620,3416065
-1862205424,86016004,3424257
-1862139888,86048772,3440641
-1862008816,86114308,3473409
-1861746672,86245380,3538945
-1860173808,87031812,3932161
-1795162096,119537668,20185089
-1862270952,85983242,3407876
-1862270936,85983250,3407880
-1862270904,85983266,3407888
-1862270840,85983298,3407904
-1862270712,85983362,3407936
-1862270456,85983490,3408000
-1862269944,85983746,3408128
-1862268920,85984258,3408384
-1862266872,85985282,3408896
-1862262776,85987330,3409920
-1862254584,85991426,3411968
-1862238200,85999618,3416064
-1862205432,86016002,3424256
-1862139896,86048770,3440640
-1862008824,86114306,3473408
-1861746680,86245378,3538944
-1860173816,87031810,3932160
-1795162104,119537666,20185088
-1862270964,85983237,3407874
-1862270956,85983241,3407876
-1862270940,85983249,3407880
-1862270908,85983265,3407888
-1862270844,85983297,3407904
-1862270716,85983361,3407936
-1862270460,85983489,3408000
-1862269948,85983745,3408128
-1862268924,85984257,3408384
-1862266876,85985281,3408896
-1862262780,85987329,3409920
-1862254588,85991425,3411968
-1862238204,85999617,3416064
-1862205436,86016001,3424256
-1862139900,86048769,3440640
-1862008828,86114305,3473408
-1861746684,86245377,3538944
-1860173820,87031809,3932160
-1795162108,119537665,20185088
-1736441854,118489089,11665408
-1736441852,118489090,11665409
-1736441848,118489092,11665410
-1736441840,118489096,11665412
-1736441824,118489104,11665416
-1736441792,118489120,11665424
-1736441728,118489152,11665440
-1736441600,118489216,11665472
-1736441344,118489344,11665536
-1736440832,118489600,11665664
-1736439808,118490112,11665920
-1736437760,118491136,11666432
-1736433664,118493184,11667456
-1736425472,118497280,11669504
-1736409088,118505472,11673600
-1736376320,118521856,11681792
-1736310784,118554624,11698176
-1736179712,118620160,11730944
-1735393280,119013376,11927552
-1719664640,126877696,15859712
-1869611006,85196801,3342336
-1869611004,85196802,3342337
-1869611000,85196804,3342338
-1869610992,85196808,3342340
-1869610976,85196816,3342344
-1869610944,85196832,3342352
-1869610880,85196864,3342368
-1869610752,85196928,3342400
-1869610496,85197056,3342464
-1869609984,85197312,3342592
-1869608960,85197824,3342848
-1869606912,85198848,3343360
-1869602816,85200896,3344384
-1869594624,85204992,3346432
-1869578240,85213184,3350528
-1869545472,85229568,3358720
-1869479936,85262336,3375104
-1852833792,93585408,7536640
-1802502144,118751232,20119552
-1870135294,85065729,3309568
-1870135292,85065730,3309569
-1870135288,85065732,3309570
-1870135280,85065736,3309572
-1870135264,85065744,3309576
-1870135232,85065760,3309584
-1870135168,85065792,3309600
-1870135040,85065856,3309632
-1870134784,85065984,3309696
-1870134272,85066240,3309824
-1870133248,85066752,3310080
-1870131200,85067776,3310592
-1870127104,85069824,3311616
-1870118912,85073920,3313664
-1870102528,85082112,3317760
-1870069760,85098496,3325952
-1869086720,85590016,3571712
-1853358080,93454336,7503872
-1803026432,118620160,20086784
-1870397438,85000193,3293184
-1870397436,85000194,3293185
-1870397432,85000196,3293186
-1870397424,85000200,3293188
-1870397408,85000208,3293192
-1870397376,85000224,3293200
-1870397312,85000256,3293216
-1870397184,85000320,3293248
-1870396928,85000448,3293312
-1870396416,85000704,3293440
-1870395392,85001216,3293696
-1870393344,85002240,3294208
-1870389248,85004288,3295232
-1870381056,85008384,3297280
-1870364672,85016576,3301376
-1869348864,85524480,3555328
-1853620224,93388800,7487488
-1803288576,118554624,20070400
-1870528510,84967425,3284992
-1870528508,84967426,3284993
-1870528504,84967428,3284994
-1870528496,84967432,3284996
-1870528480,84967440,3285000
-1870528448,84967456,3285008
-1870528384,84967488,3285024
-1870528256,84967552,3285056
-1870528000,84967680,3285120
-1870527488,84967936,3285248
-1870526464,84968448,3285504
-1870524416,84969472,3286016
-1870520320,84971520,3287040
-1870512128,84975616,3289088
-1870266368,85098496,3350528
-1869479936,85491712,3547136
-1853751296,93356032,7479296
-1803419648,118521856,20062208
-1870594046,84951041,3280896
-1870594044,84951042,3280897
-1870594040,84951044,3280898
-1870594032,84951048,3280900
-1870594016,84951056,3280904
-1870593984,84951072,3280912
-1870593920,84951104,3280928
-1870593792,84951168,3280960
-1870593536,84951296,3281024
-1870593024,84951552,3281152
-1870592000,84952064,3281408
-1870589952,84953088,3281920
-1870585856,84955136,3282944
-1870462976,85016576,3313664
-1870331904,85082112,3346432
-1869545472,85475328,3543040
-1853816832,93339648,7475200
-1803485184,118505472,20058112
-1870626814,84942849,3278848
-1870626812,84942850,3278849
-1870626808,84942852,3278850
-1870626800,84942856,3278852
-1870626784,84942864,3278856
-1870626752,84942880,3278864
-1870626688,84942912,3278880
-1870626560,84942976,3278912
-1870626304,84943104,3278976
-1870625792,84943360,3279104
-1870624768,84943872,3279360
-1870622720,84944896,3279872
-1870561280,84975616,3295232
-1870495744,85008384,3311616
-1870364672,85073920,3344384
-1869578240,85467136,3540992
-1853849600,93331456,7473152
-1803517952,118497280,20056064
-1870643198,84938753,3277824
-1870643196,84938754,3277825
-1870643192,84938756,3277826
-1870643184,84938760,3277828
-1870643168,84938768,3277832
-1870643136,84938784,3277840
-1870643072,84938816,3277856
-1870642944,84938880,3277888
-1870642688,84939008,3277952
-1870642176,84939264,3278080
-1870641152,84939776,3278336
-1870610432,84955136,3286016
-1870577664,84971520,3294208
-1870512128,85004288,3310592
-1870381056,85069824,3343360
-1869594624,85463040,3539968
-1853865984,93327360,7472128
-1803534336,118493184,20055040
-1870651390,84936705,3277312
-1870651388,84936706,3277313
-1870651384,84936708,3277314
-1870651376,84936712,3277316
-1870651360,84936720,3277320
-1870651328,84936736,3277328
-1870651264,84936768,3277344
-1870651136,84936832,3277376
-1870650880,84936960,3277440
-1870650368,84937216,3277568
-1870635008,84944896,3281408
-1870618624,84953088,3285504
-1870585856,84969472,3293696
-1870520320,85002240,3310080
-1870389248,85067776,3342848
-1869602816,85460992,3539456
-1853874176,93325312,7471616
-1803542528,118491136,20054528
-1870655486,84935681,3277056
-1870655484,84935682,3277057
-1870655480,84935684,3277058
-1870655472,84935688,3277060
-1870655456,84935696,3277064
-1870655424,84935712,3277072
-1870655360,84935744,3277088
-1870655232,84935808,3277120
-1870654976,84935936,3277184
-1870647296,84939776,3279104
-1870639104,84943872,3281152
-1870622720,84952064,3285248
-1870589952,84968448,3293440
-1870524416,85001216,3309824
-1870393344,85066752,3342592
-1869606912,85459968,3539200
-1853878272,93324288,7471360
-1803546624,118490112,20054272
-1870657534,84935169,3276928
-1870657532,84935170,3276929
-1870657528,84935172,3276930
-1870657520,84935176,3276932
-1870657504,84935184,3276936
-1870657472,84935200,3276944
-1870657408,84935232,3276960
-1870657280,84935296,3276992
-1870653440,84937216,3277952
